URL,Host,Path,出现次数,Status Codes,Content Types,Response Size Range,方法
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=1.000300&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,65,['200'],['application/json; charset=UTF-8'],296~296,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=1.000905&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,65,['200'],['application/json; charset=UTF-8'],294~294,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=1.000941&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,65,['200'],['application/json; charset=UTF-8'],294~294,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.HSCEI&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,65,['200'],['application/json; charset=UTF-8'],300~300,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.HSI&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,65,['200'],['application/json; charset=UTF-8'],305~305,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.NDX&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,65,['200'],['application/json; charset=UTF-8'],296~296,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.TWII&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,65,['200'],['application/json; charset=UTF-8'],307~307,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=124.HSTECH&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,65,['200'],['application/json; charset=UTF-8'],304~305,['GET']
https://qt.gtimg.cn/q=sh513050,qt.gtimg.cn,/q=sh513050,65,['200'],['text/html; charset=GBK'],553~553,['GET']
https://qt.gtimg.cn/q=sh513100,qt.gtimg.cn,/q=sh513100,65,['200'],['text/html; charset=GBK'],522~522,['GET']
https://qt.gtimg.cn/q=sz159605,qt.gtimg.cn,/q=sz159605,65,['200'],['text/html; charset=GBK'],521~521,['GET']
https://qt.gtimg.cn/q=sz159941,qt.gtimg.cn,/q=sz159941,65,['200'],['text/html; charset=GBK'],526~526,['GET']
https://qt.gtimg.cn/q=sz161128,qt.gtimg.cn,/q=sz161128,65,['200'],['text/html; charset=GBK'],470~470,['GET']
"https://qt.gtimg.cn/q=sh000001,sz399001,sz399006,sz000688",qt.gtimg.cn,"/q=sh000001,sz399001,sz399006,sz000688",58,['200'],['text/html; charset=GBK'],1898~1898,['GET']
https://fund.eastmoney.com/pingzhongdata/017436.js,fund.eastmoney.com,/pingzhongdata/017436.js,10,['200'],['application/javascript'],135453~135453,['GET']
https://qt.gtimg.cn/q=jp8035,qt.gtimg.cn,/q=jp8035,10,['200'],['text/html; charset=GBK'],226~226,['GET']
https://qt.gtimg.cn/q=kr005930,qt.gtimg.cn,/q=kr005930,10,['200'],['text/html; charset=GBK'],256~256,['GET']
https://fund.eastmoney.com/pingzhongdata/000043.js,fund.eastmoney.com,/pingzhongdata/000043.js,6,['200'],['application/javascript'],486015~486015,['GET']
https://fund.eastmoney.com/pingzhongdata/001668.js,fund.eastmoney.com,/pingzhongdata/001668.js,6,['200'],['application/javascript'],352349~352349,['GET']
https://fund.eastmoney.com/pingzhongdata/002891.js,fund.eastmoney.com,/pingzhongdata/002891.js,6,['200'],['application/javascript'],351813~351813,['GET']
https://fund.eastmoney.com/pingzhongdata/005698.js,fund.eastmoney.com,/pingzhongdata/005698.js,6,['200'],['application/javascript'],301758~301758,['GET']
https://fund.eastmoney.com/pingzhongdata/006373.js,fund.eastmoney.com,/pingzhongdata/006373.js,6,['200'],['application/javascript'],292341~292341,['GET']
https://fund.eastmoney.com/pingzhongdata/006555.js,fund.eastmoney.com,/pingzhongdata/006555.js,6,['200'],['application/javascript'],285312~285312,['GET']
https://fund.eastmoney.com/pingzhongdata/008253.js,fund.eastmoney.com,/pingzhongdata/008253.js,6,['200'],['application/javascript'],256176~256176,['GET']
https://fund.eastmoney.com/pingzhongdata/012920.js,fund.eastmoney.com,/pingzhongdata/012920.js,6,['200'],['application/javascript'],173959~173959,['GET']
https://fund.eastmoney.com/pingzhongdata/016664.js,fund.eastmoney.com,/pingzhongdata/016664.js,6,['200'],['application/javascript'],126098~126098,['GET']
https://fund.eastmoney.com/pingzhongdata/016701.js,fund.eastmoney.com,/pingzhongdata/016701.js,6,['200'],['application/javascript'],123988~123988,['GET']
https://fund.eastmoney.com/pingzhongdata/017091.js,fund.eastmoney.com,/pingzhongdata/017091.js,6,['200'],['application/javascript'],143769~143769,['GET']
https://fund.eastmoney.com/pingzhongdata/017144.js,fund.eastmoney.com,/pingzhongdata/017144.js,6,['200'],['application/javascript'],128102~128102,['GET']
https://fund.eastmoney.com/pingzhongdata/017730.js,fund.eastmoney.com,/pingzhongdata/017730.js,6,['200'],['application/javascript'],134045~134045,['GET']
https://fund.eastmoney.com/pingzhongdata/100055.js,fund.eastmoney.com,/pingzhongdata/100055.js,6,['200'],['application/javascript'],539214~539214,['GET']
https://fund.eastmoney.com/pingzhongdata/161128.js,fund.eastmoney.com,/pingzhongdata/161128.js,6,['200'],['application/javascript'],363365~363365,['GET']
https://fund.eastmoney.com/pingzhongdata/270023.js,fund.eastmoney.com,/pingzhongdata/270023.js,6,['200'],['application/javascript'],552272~552272,['GET']
https://fund.eastmoney.com/pingzhongdata/457001.js,fund.eastmoney.com,/pingzhongdata/457001.js,6,['200'],['application/javascript'],521784~521784,['GET']
https://fund.eastmoney.com/pingzhongdata/501226.js,fund.eastmoney.com,/pingzhongdata/501226.js,6,['200'],['application/javascript'],127266~127266,['GET']
https://fund.eastmoney.com/pingzhongdata/501312.js,fund.eastmoney.com,/pingzhongdata/501312.js,6,['200'],['application/javascript'],133180~133180,['GET']
https://fund.eastmoney.com/pingzhongdata/539002.js,fund.eastmoney.com,/pingzhongdata/539002.js,6,['200'],['application/javascript'],511833~511833,['GET']
"https://push2delay.eastmoney.com/api/qt/ulist.np/get?&ut=fa5fd1943c7b386f172d6893dbfba10b&invt=2&fltt=2&secids=90.BK1134,90.BK1128,90.BK0917,90.BK1137,90.BK0922,90.BK0579,90.BK0963,90.BK0921,90.BK1090,90.BK0802,90.BK0577,90.BK1647,90.BK0490,90.BK0493,90.BK0588,90.BK0574,90.BK0464,90.BK0843,90.BK0478,90.BK0547,90.BK0475,90.BK1216,90.BK0438,90.BK0578,90.BK1106,90.BK0710,90.BK0968,90.BK1646,90.BK1166,90.BK0668&fields=f12,f13,f3",push2delay.eastmoney.com,/api/qt/ulist.np/get,6,['200'],['application/json; charset=UTF-8'],1193~1193,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=017436,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,5,['200'],['application/json; charset=utf-8'],1965~1965,['GET']
https://hq.sinajs.cn/list=znb_KOSDAQ,hq.sinajs.cn,/list=znb_KOSDAQ,5,['200'],['application/javascript; charset=GB18030'],139~139,['GET']
https://hq.sinajs.cn/list=znb_TOPIX,hq.sinajs.cn,/list=znb_TOPIX,5,['200'],['application/javascript; charset=GB18030'],121~121,['GET']
https://money.finance.sina.com.cn/forex/api/jsonp.php/var%20_fx=/NewForexService.getDayKLine?symbol=USDCNH,money.finance.sina.com.cn,/forex/api/jsonp.php/var%20_fx=/NewForexService.getDayKLine,5,['200'],['application/javascript; charset=gbk'],135316~135316,['GET']
https://money.finance.sina.com.cn/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=.INX&scale=240&ma=no&datalen=40,money.finance.sina.com.cn,/quotes_service/api/json_v2.php/CN_MarketData.getKLineData,5,['200'],['application/json; charset=gbk'],4~4,['GET']
https://money.finance.sina.com.cn/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=.IXIC&scale=240&ma=no&datalen=40,money.finance.sina.com.cn,/quotes_service/api/json_v2.php/CN_MarketData.getKLineData,5,['200'],['application/json; charset=gbk'],4~4,['GET']
https://money.finance.sina.com.cn/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=.NDX&scale=240&ma=no&datalen=40,money.finance.sina.com.cn,/quotes_service/api/json_v2.php/CN_MarketData.getKLineData,5,['200'],['application/json; charset=gbk'],4~4,['GET']
https://money.finance.sina.com.cn/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=int_nasdaq&scale=240&ma=no&datalen=40,money.finance.sina.com.cn,/quotes_service/api/json_v2.php/CN_MarketData.getKLineData,5,['200'],['application/json; charset=gbk'],4~4,['GET']
https://money.finance.sina.com.cn/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=int_nasdaq100&scale=240&ma=no&datalen=40,money.finance.sina.com.cn,/quotes_service/api/json_v2.php/CN_MarketData.getKLineData,5,['200'],['application/json; charset=gbk'],4~4,['GET']
https://money.finance.sina.com.cn/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=int_sp500&scale=240&ma=no&datalen=40,money.finance.sina.com.cn,/quotes_service/api/json_v2.php/CN_MarketData.getKLineData,5,['200'],['application/json; charset=gbk'],4~4,['GET']
"https://push2.eastmoney.com/api/qt/ulist.np/get?fltt=2&invt=2&fields=f12,f86,f124,f292&secids=100.KS11,100.N225",push2.eastmoney.com,/api/qt/ulist.np/get,5,['200'],['application/json; charset=UTF-8'],202~202,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.SENSEX&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,5,['200'],['application/json; charset=UTF-8'],291~292,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.UDI&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,5,['200'],['application/json; charset=UTF-8'],270~270,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.VNINDEX&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,5,['200'],['application/json; charset=UTF-8'],293~293,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=107.BNO&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,5,['200'],['application/json; charset=UTF-8'],297~297,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=107.CPER&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,5,['200'],['application/json; charset=UTF-8'],303~303,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=107.GLD&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,5,['200'],['application/json; charset=UTF-8'],292~292,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=107.SLV&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,5,['200'],['application/json; charset=UTF-8'],290~290,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=107.TLT&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,5,['200'],['text/plain'],91~91,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=107.UNG&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,5,['200'],['application/json; charset=UTF-8'],287~287,['GET']
"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=107.VIXY&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,5,['200'],['application/json; charset=UTF-8'],305~305,['GET']
"https://push2delay.eastmoney.com/api/qt/ulist.np/get?&ut=fa5fd1943c7b386f172d6893dbfba10b&invt=2&fltt=2&secids=105.NVDA,105.MRVL,105.AAPL,105.MSFT,105.NFLX,105.AVGO,105.TSLA,105.META,105.AMZN,105.SMCI&fields=f12,f13,f3",push2delay.eastmoney.com,/api/qt/ulist.np/get,5,['200'],['application/json; charset=UTF-8'],464~464,['GET']
https://qt.gtimg.cn/q=jp4063,qt.gtimg.cn,/q=jp4063,5,['200'],['text/html; charset=GBK'],232~232,['GET']
https://qt.gtimg.cn/q=jp6758,qt.gtimg.cn,/q=jp6758,5,['200'],['text/html; charset=GBK'],220~220,['GET']
https://qt.gtimg.cn/q=jp6861,qt.gtimg.cn,/q=jp6861,5,['200'],['text/html; charset=GBK'],220~220,['GET']
https://qt.gtimg.cn/q=jp6954,qt.gtimg.cn,/q=jp6954,5,['200'],['text/html; charset=GBK'],209~209,['GET']
https://qt.gtimg.cn/q=jp7203,qt.gtimg.cn,/q=jp7203,5,['200'],['text/html; charset=GBK'],212~212,['GET']
https://qt.gtimg.cn/q=jp7974,qt.gtimg.cn,/q=jp7974,5,['200'],['text/html; charset=GBK'],213~213,['GET']
https://qt.gtimg.cn/q=jp8306,qt.gtimg.cn,/q=jp8306,5,['200'],['text/html; charset=GBK'],248~248,['GET']
https://qt.gtimg.cn/q=jp9983,qt.gtimg.cn,/q=jp9983,5,['200'],['text/html; charset=GBK'],231~231,['GET']
https://qt.gtimg.cn/q=jp9984,qt.gtimg.cn,/q=jp9984,5,['200'],['text/html; charset=GBK'],219~219,['GET']
https://qt.gtimg.cn/q=kr000660,qt.gtimg.cn,/q=kr000660,5,['200'],['text/html; charset=GBK'],230~230,['GET']
https://qt.gtimg.cn/q=kr005380,qt.gtimg.cn,/q=kr005380,5,['200'],['text/html; charset=GBK'],234~234,['GET']
https://qt.gtimg.cn/q=kr009540,qt.gtimg.cn,/q=kr009540,5,['200'],['text/html; charset=GBK'],296~296,['GET']
https://qt.gtimg.cn/q=kr035420,qt.gtimg.cn,/q=kr035420,5,['200'],['text/html; charset=GBK'],226~226,['GET']
https://qt.gtimg.cn/q=kr051910,qt.gtimg.cn,/q=kr051910,5,['200'],['text/html; charset=GBK'],218~218,['GET']
https://qt.gtimg.cn/q=kr066570,qt.gtimg.cn,/q=kr066570,5,['200'],['text/html; charset=GBK'],232~232,['GET']
https://qt.gtimg.cn/q=kr068270,qt.gtimg.cn,/q=kr068270,5,['200'],['text/html; charset=GBK'],228~228,['GET']
https://qt.gtimg.cn/q=kr105560,qt.gtimg.cn,/q=kr105560,5,['200'],['text/html; charset=GBK'],239~239,['GET']
https://qt.gtimg.cn/q=kr373220,qt.gtimg.cn,/q=kr373220,5,['200'],['text/html; charset=GBK'],243~243,['GET']
https://web.ifzq.gtimg.cn/appstock/app/fqkline/get?param=us.INX%2Cday%2C%2C%2C25%2Cqfq,web.ifzq.gtimg.cn,/appstock/app/fqkline/get,5,['200'],['text/html; charset=UTF-8'],3381~3381,['GET']
https://web.ifzq.gtimg.cn/appstock/app/fqkline/get?param=us.IXIC%2Cday%2C%2C%2C25%2Cqfq,web.ifzq.gtimg.cn,/appstock/app/fqkline/get,5,['200'],['text/html; charset=UTF-8'],3498~3498,['GET']
https://web.ifzq.gtimg.cn/appstock/app/fqkline/get?param=us.NDX%2Cday%2C%2C%2C25%2Cqfq,web.ifzq.gtimg.cn,/appstock/app/fqkline/get,5,['200'],['text/html; charset=UTF-8'],3568~3568,['GET']
https://fund.eastmoney.com/F10/FundArchivesDatas.aspx?type=jjcc&code=501312&topline=100,fund.eastmoney.com,/F10/FundArchivesDatas.aspx,3,['200'],['text/html; charset=utf-8'],1563~1563,['GET']
https://fund.eastmoney.com/F10/FundArchivesDatas.aspx?type=jjcc&code=501312&topline=100&year=2023&month=,fund.eastmoney.com,/F10/FundArchivesDatas.aspx,3,['200'],['text/html; charset=utf-8'],1563~1563,['GET']
https://fund.eastmoney.com/F10/FundArchivesDatas.aspx?type=jjcc&code=501312&topline=100&year=2026&month=,fund.eastmoney.com,/F10/FundArchivesDatas.aspx,3,['200'],['text/html; charset=utf-8'],54~54,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=000043,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],1949~1949,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=001668,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],1953~1953,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=002891,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],1980~1980,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=005698,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],2053~2053,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=006373,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],2158~2158,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=006555,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],2045~2045,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=008253,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],1967~1967,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=012920,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],1974~1974,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=016664,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],2087~2087,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=016701,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],1951~1951,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=017091,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],265~265,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=017144,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],1991~1991,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=017730,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],2272~2272,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=100055,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],1973~1973,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=159509,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],2028~2028,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=161128,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],2094~2094,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=270023,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],2035~2035,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=457001,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],2132~2132,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=501226,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],1948~1948,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=501312,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],242~242,['GET']
https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=539002,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,3,['200'],['application/json; charset=utf-8'],1968~1968,['GET']
"https://push2delay.eastmoney.com/api/qt/ulist.np/get?&ut=fa5fd1943c7b386f172d6893dbfba10b&invt=2&fltt=2&secids=105.AAPL,105.NVDA,105.GOOGL,105.AVGO,105.MSFT,105.AMZN,105.WDC,105.LRCX,106.LLY,105.TSLA&fields=f12,f13,f3",push2delay.eastmoney.com,/api/qt/ulist.np/get,3,['200'],['application/json; charset=UTF-8'],463~463,['GET']
